id,Datum,Warengruppe,Umsatz,KielerWoche,Rohertrag_daily,uebernachtungen,pas_faehrverkehr_absolut,pas_ausflugsverkehr_absolut,pas_kreuzfahrt_absolut,Bewoelkung,Temperatur,Windgeschwindigkeit
1307251,2013-07-25,1,167.701216640907,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,2.0,23.0875,9.0
1307261,2013-07-26,1,147.272084366206,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,3.0,27.2625,6.0
1307271,2013-07-27,1,161.403357795112,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,1.0,26.1625,10.0
1307281,2013-07-28,1,86.0791432446654,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,4.0,24.8875,13.0
1307291,2013-07-29,1,183.564164400591,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,1.0,22.7875,10.0
1307301,2013-07-30,1,132.111640117897,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,5.0,21.075,13.0
1307311,2013-07-31,1,144.745431773143,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,5.0,20.275,16.0
1308011,2013-08-01,1,157.854023011106,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,6.0,23.4,7.0
1308021,2013-08-02,1,117.359342094889,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,0.0,31.4375,7.0
1308031,2013-08-03,1,186.027178770079,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,4.0,23.3625,11.0
1308041,2013-08-04,1,104.708216687715,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,3.0,23.05,8.0
1308051,2013-08-05,1,146.775309890073,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,0.0,25.8,10.0
1308061,2013-08-06,1,131.956277381283,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,5.0,22.225,13.0
1308071,2013-08-07,1,160.593417296116,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,4.0,19.2125,8.0
1308081,2013-08-08,1,153.099424561652,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,16.975,12.0
1308091,2013-08-09,1,125.620344387906,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,4.0,20.3375,10.0
1308101,2013-08-10,1,185.177162656408,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,19.3625,12.0
1308111,2013-08-11,1,73.2088330039992,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,16.3875,9.0
1308121,2013-08-12,1,154.504729536697,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,16.45,11.0
1308131,2013-08-13,1,134.064451548102,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,3.0,16.4,16.0
1308141,2013-08-14,1,156.972510536869,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,4.0,18.2625,18.0
1308151,2013-08-15,1,164.763795399756,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,3.0,19.8,8.0
1308161,2013-08-16,1,147.79799759804,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,4.0,23.575,11.0
1308171,2013-08-17,1,221.630418006017,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,6.0,20.55,7.0
1308181,2013-08-18,1,92.489778506026,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,18.5875,10.0
1308191,2013-08-19,1,145.87913275728,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,5.0,18.4875,8.0
1308201,2013-08-20,1,111.842396126739,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,17.775,8.0
1308211,2013-08-21,1,125.336522713024,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,5.0,20.125,8.0
1308221,2013-08-22,1,132.916428220302,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,4.0,21.6625,8.0
1308231,2013-08-23,1,162.958958703106,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,1.0,22.0375,14.0
1308241,2013-08-24,1,201.543109556297,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,0.0,20.85,16.0
1308251,2013-08-25,1,83.0226725739551,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,0.0,21.3875,16.0
1308261,2013-08-26,1,165.829031676714,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,0.0,20.125,15.0
1308271,2013-08-27,1,118.473650434102,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,1.0,21.0875,12.0
1308281,2013-08-28,1,108.876991442649,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,0.0,21.3,7.0
1308291,2013-08-29,1,178.178023803315,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,3.0,20.2125,11.0
1308301,2013-08-30,1,133.150828452892,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,6.0,19.7875,8.0
1308311,2013-08-31,1,130.821314898435,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,5.0,18.35,16.0
1309011,2013-09-01,1,95.9704314892471,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,15.8625,16.0
1309021,2013-09-02,1,138.408723210465,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,16.575,17.0
1309031,2013-09-03,1,138.825618927843,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,18.225,11.0
1309041,2013-09-04,1,100.221969526295,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,18.125,5.0
1309051,2013-09-05,1,173.658100347255,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,0.0,21.7,8.0
1309061,2013-09-06,1,171.415179710314,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,0.0,24.7,9.0
1309071,2013-09-07,1,186.034060963767,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,6.0,22.7625,7.0
1309081,2013-09-08,1,88.8925958109828,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,20.1625,8.0
1309091,2013-09-09,1,169.359968504942,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,8.0,11.575,11.0
1309101,2013-09-10,1,89.6944536084346,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,6.0,13.5875,11.0
1309111,2013-09-11,1,103.363686559795,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,6.0,13.9,8.0
1309121,2013-09-12,1,106.474399987548,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,6.0,16.1125,6.0
1309131,2013-09-13,1,122.564626199915,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,6.0,17.4375,5.0
1309141,2013-09-14,1,174.938807466572,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,5.0,17.625,10.0
1309151,2013-09-15,1,55.1960062296304,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,14.8625,10.0
1309161,2013-09-16,1,146.760234890658,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,3.0,13.1375,13.0
1309171,2013-09-17,1,136.118044538363,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,5.0,13.1375,10.0
1309181,2013-09-18,1,152.255085210606,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,4.0,13.05,9.0
1309191,2013-09-19,1,148.674992078993,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,5.0,14.8375,11.0
1309201,2013-09-20,1,110.159250328825,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,13.525,6.0
1309211,2013-09-21,1,178.263887943827,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,15.35,9.0
1309221,2013-09-22,1,86.6668973821597,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,6.0,17.1375,14.0
1309231,2013-09-23,1,111.128410563554,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,17.3125,14.0
1309241,2013-09-24,1,139.64144576808,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,8.0,15.7375,10.0
1309251,2013-09-25,1,117.94119333604,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,6.0,13.5375,7.0
1309261,2013-09-26,1,203.314345156607,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,1.0,12.9875,12.0
1309271,2013-09-27,1,135.507291692088,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,5.0,13.0125,8.0
1309281,2013-09-28,1,134.613756840197,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,0.0,13.1,8.0
1309291,2013-09-29,1,68.6316896995448,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,3.0,14.175,12.0
1309301,2013-09-30,1,156.502435955326,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,1.0,12.825,14.0
1310011,2013-10-01,1,123.397540137977,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,0.0,12.9125,13.0
1310021,2013-10-02,1,196.720969158391,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,1.0,12.7,10.0
1310031,2013-10-03,1,75.2337302417469,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,0.0,11.7625,12.0
1310041,2013-10-04,1,156.066122625816,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,5.0,11.2,8.0
1310051,2013-10-05,1,152.280762053885,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,15.575,8.0
1310061,2013-10-06,1,92.4805772695364,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,15.25,6.0
1310071,2013-10-07,1,124.841544023845,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,1.0,16.275,7.0
1310081,2013-10-08,1,96.867100978839,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,6.0,15.1125,8.0
1310091,2013-10-09,1,149.761758936995,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,14.3125,10.0
1310101,2013-10-10,1,119.300284972145,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,5.0,10.975,6.0
1310111,2013-10-11,1,123.2348187168,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,13.8625,20.0
1310121,2013-10-12,1,140.262421715801,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,8.0,13.025,21.0
1310131,2013-10-13,1,42.9967926268111,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,5.0,10.8625,5.0
1310141,2013-10-14,1,109.863744271226,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,2.0,12.525,6.0
1310151,2013-10-15,1,130.431802598324,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,10.6625,4.0
1310161,2013-10-16,1,146.070583461057,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,8.0,12.275,7.0
1310171,2013-10-17,1,89.9411837855476,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,12.0,15.0
1310181,2013-10-18,1,111.233698203856,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,1.0,9.075,9.0
1310191,2013-10-19,1,121.590860465012,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,9.45,9.0
1310201,2013-10-20,1,70.1419855298474,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,15.1875,8.0
1310211,2013-10-21,1,122.987868193302,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,14.2625,8.0
1310221,2013-10-22,1,111.927088663048,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,2.0,17.6375,7.0
1310231,2013-10-23,1,125.816016210178,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,6.0,17.675,9.0
1310241,2013-10-24,1,123.163406361057,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,5.0,12.6875,12.0
1310251,2013-10-25,1,113.661858634409,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,11.8875,7.0
1310261,2013-10-26,1,161.678805315967,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,5.0,16.775,10.0
1310271,2013-10-27,1,102.355195816072,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,6.0,14.9875,16.0
1310281,2013-10-28,1,129.482192717092,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,14.3625,29.0
1310291,2013-10-29,1,112.285893935052,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,7.0,10.775,17.0
1310301,2013-10-30,1,121.506077008915,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,6.0,10.4375,10.0
1310311,2013-10-31,1,133.723541287582,0.0,27974.2434520548,2068.358695652174,4319.775342465753,153.34520547945206,995.8246575342466,5.0,11.1625,13.0
1311011,2013-11-01,1,100.182160485504,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,8.0,10.625,9.0
1311021,2013-11-02,1,149.172348030766,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,8.0,8.8875,3.0
1311031,2013-11-03,1,97.4532740046654,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,6.0,10.7,15.0
1311041,2013-11-04,1,137.864260444157,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,7.0,6.8375,7.0
1311051,2013-11-05,1,103.700267261952,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,4.0,8.9,12.0
1311061,2013-11-06,1,109.097001107423,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,4.0,8.1375,12.0
1311071,2013-11-07,1,118.470603286455,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,6.0,9.5,10.0
1311081,2013-11-08,1,132.796244239256,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,3.0,9.325,9.0
1311091,2013-11-09,1,99.9317959514759,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,5.0,7.7,16.0
1311101,2013-11-10,1,108.561660295105,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,2.0,6.9875,12.0
1311111,2013-11-11,1,124.580485617569,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,2.0,8.3125,5.0
1311121,2013-11-12,1,111.970870543294,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,7.0,5.9375,9.0
1311131,2013-11-13,1,78.0382483442215,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,1.0,8.8,12.0
1311141,2013-11-14,1,121.180219705286,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,5.0,6.9375,9.0
1311151,2013-11-15,1,122.76929773359,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,7.0,6.45,6.0
1311161,2013-11-16,1,126.793397398979,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,8.0,8.875,12.0
1311171,2013-11-17,1,74.3945185864517,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,2.0,8.8875,8.0
1311181,2013-11-18,1,129.109032642028,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,7.0,6.65,5.0
1311191,2013-11-19,1,106.906118646237,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,8.0,5.8375,8.0
1311201,2013-11-20,1,124.324612351715,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,6.0,3.85,6.0
1311211,2013-11-21,1,144.359927455555,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,2.0,3.275,8.0
1311221,2013-11-22,1,107.962731413831,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,7.0,5.375,10.0
1311231,2013-11-23,1,96.5196766761341,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,3.0,4.9125,6.0
1311241,2013-11-24,1,76.4120061231823,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,0.0,4.6,16.0
1311251,2013-11-25,1,129.81992805086,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,0.0,3.7,10.0
1311261,2013-11-26,1,123.431703158233,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,2.0,2.3125,6.0
1311271,2013-11-27,1,93.5321454303922,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,8.0,7.3125,12.0
1311281,2013-11-28,1,128.842426194061,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,2.0,8.025,18.0
1311291,2013-11-29,1,104.966463375073,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,8.0,5.9875,11.0
1311301,2013-11-30,1,104.09003869481,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,7.0,5.525,10.0
1312011,2013-12-01,1,68.0762231823542,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,5.0,8.6625,20.0
1312021,2013-12-02,1,113.931498716313,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,0.0,3.0625,4.0
1312031,2013-12-03,1,94.7658652080226,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,8.0,1.7125,6.0
1312041,2013-12-04,1,128.922855106228,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,7.0,5.85,11.0
1312051,2013-12-05,1,120.974699669869,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,7.0,4.4625,24.0
1312061,2013-12-06,1,112.015650593347,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,6.0,1.7875,25.0
1312071,2013-12-07,1,121.408564819885,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,5.0,1.0,11.0
1312081,2013-12-08,1,36.2650169585334,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,8.0,6.975,16.0
1312091,2013-12-09,1,134.680550018524,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,7.0,9.2375,10.0
1312101,2013-12-10,1,104.352034970751,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,7.0,7.1875,8.0
1312111,2013-12-11,1,85.9079819233536,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,7.0,5.025,9.0
1312121,2013-12-12,1,88.2075449690532,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,8.0,2.525,8.0
1312131,2013-12-13,1,85.5324935340658,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,7.0,3.5375,6.0
1312141,2013-12-14,1,120.787742012371,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,7.0,3.0125,7.0
1312151,2013-12-15,1,71.5352172710921,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,8.0,7.925,12.0
1312161,2013-12-16,1,120.791211521354,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,8.0,8.775,12.0
1312171,2013-12-17,1,74.6283250889016,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,8.0,4.95,8.0
1312181,2013-12-18,1,86.4115250991858,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,7.0,6.85,8.0
1312191,2013-12-19,1,101.589644453608,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,7.0,7.4,10.0
1312201,2013-12-20,1,114.601001275823,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,7.0,5.2875,10.0
1312211,2013-12-21,1,124.541759682586,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,8.0,6.5625,13.0
1312221,2013-12-22,1,41.7300439888931,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,7.0,8.1375,12.0
1312231,2013-12-23,1,183.608991270752,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,3.0,5.4875,10.0
1312241,2013-12-24,1,220.330670230618,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,7.0,11.4375,18.0
1312271,2013-12-27,1,152.367434643543,0.0,27974.2434520548,1416.1767955801106,4319.775342465753,153.34520547945206,995.8246575342466,7.0,5.7625,15.0
